Time,Energy (kWh),Power (kW),Transmission fee block,
6. 1. 2024 05:00:00,7.4500,29.8000,4,
6. 1. 2024 05:15:00,8.3000,33.2000,4,
6. 1. 2024 05:30:00,8.6000,34.4000,4,
6. 1. 2024 05:45:00,11.0750,44.3000,4,
6. 1. 2024 06:00:00,11.2500,45.0000,4,
6. 1. 2024 06:15:00,12.4250,49.7000,3,
6. 1. 2024 06:30:00,12.6750,50.7000,3,
6. 1. 2024 06:45:00,13.7250,54.9000,3,
6. 1. 2024 07:00:00,13.8500,55.4000,3,
6. 1. 2024 07:15:00,25.9750,103.9000,2,
6. 1. 2024 07:30:00,25.0500,100.2000,2,
6. 1. 2024 07:45:00,26.8750,107.5000,2,
6. 1. 2024 08:00:00,28.2500,113.0000,2,
6. 1. 2024 08:15:00,29.6500,118.6000,2,
6. 1. 2024 08:30:00,31.4000,125.6000,2,
6. 1. 2024 08:45:00,56.1500,224.6000,2,
6. 1. 2024 09:00:00,56.5500,226.2000,2,
6. 1. 2024 09:15:00,56.7750,227.1000,2,
6. 1. 2024 09:30:00,54.6250,218.5000,2,
6. 1. 2024 09:45:00,52.7000,210.8000,2,
6. 1. 2024 10:00:00,54.1500,216.6000,2,
6. 1. 2024 10:15:00,54.0750,216.3000,2,
6. 1. 2024 10:30:00,54.1500,216.6000,2,
6. 1. 2024 10:45:00,52.6750,210.7000,2,
6. 1. 2024 11:00:00,53.2500,213.0000,2,
6. 1. 2024 11:15:00,53.6750,214.7000,2,
6. 1. 2024 11:30:00,54.2500,217.0000,2,
6. 1. 2024 11:45:00,55.0750,220.3000,2,
6. 1. 2024 12:00:00,53.7500,215.0000,2,
6. 1. 2024 12:15:00,55.8750,223.5000,2,
6. 1. 2024 12:30:00,56.4750,225.9000,2,
6. 1. 2024 12:45:00,58.0250,232.1000,2,
6. 1. 2024 13:00:00,55.2250,220.9000,2,
6. 1. 2024 13:15:00,57.1250,228.5000,2,
6. 1. 2024 13:30:00,55.8000,223.2000,2,
6. 1. 2024 13:45:00,56.1250,224.5000,2,
6. 1. 2024 14:00:00,55.9000,223.6000,2,
6. 1. 2024 14:15:00,56.1750,224.7000,3,
6. 1. 2024 14:30:00,55.9750,223.9000,3,
6. 1. 2024 14:45:00,57.6750,230.7000,3,
6. 1. 2024 15:00:00,58.2750,233.1000,3,
6. 1. 2024 15:15:00,58.0000,232.0000,3,
6. 1. 2024 15:30:00,55.7500,223.0000,3,
6. 1. 2024 15:45:00,56.4750,225.9000,3,
6. 1. 2024 16:00:00,57.2250,228.9000,3,
6. 1. 2024 16:15:00,57.7000,230.8000,2,
6. 1. 2024 16:30:00,57.4000,229.6000,2,
6. 1. 2024 16:45:00,58.0250,232.1000,2,
6. 1. 2024 17:00:00,55.6750,222.7000,2,
6. 1. 2024 17:15:00,56.5750,226.3000,2,
6. 1. 2024 17:30:00,56.5500,226.2000,2,
6. 1. 2024 17:45:00,57.1250,228.5000,2,
6. 1. 2024 18:00:00,57.1750,228.7000,2,
6. 1. 2024 18:15:00,56.6000,226.4000,2,
6. 1. 2024 18:30:00,55.5000,222.0000,2,
6. 1. 2024 18:45:00,55.0500,220.2000,2,
6. 1. 2024 19:00:00,53.4000,213.6000,2,
6. 1. 2024 19:15:00,53.5500,214.2000,2,
6. 1. 2024 19:30:00,50.5750,202.3000,2,
6. 1. 2024 19:45:00,49.5750,198.3000,2,
6. 1. 2024 20:00:00,51.2500,205.0000,2,
6. 1. 2024 20:15:00,45.4500,181.8000,3,
6. 1. 2024 20:30:00,43.7750,175.1000,3,
6. 1. 2024 20:45:00,25.3000,101.2000,3,
6. 1. 2024 21:00:00,25.3000,101.2000,3,
6. 1. 2024 21:15:00,24.4000,97.6000,3,
6. 1. 2024 21:30:00,23.9750,95.9000,3,
6. 1. 2024 21:45:00,12.4500,49.8000,3,
6. 1. 2024 22:00:00,11.9250,47.7000,3,
6. 1. 2024 22:15:00,11.5500,46.2000,4,
6. 1. 2024 22:30:00,11.3750,45.5000,4,
6. 1. 2024 22:45:00,10.9750,43.9000,4,
6. 1. 2024 23:00:00,11.1750,44.7000,4,
6. 1. 2024 23:15:00,11.3500,45.4000,4,
6. 1. 2024 23:30:00,11.3500,45.4000,4,
6. 1. 2024 23:45:00,11.2750,45.1000,4,
7. 1. 2024 00:00:00,11.2250,44.9000,4,
7. 1. 2024 00:15:00,11.1500,44.6000,4,
7. 1. 2024 00:30:00,10.6750,42.7000,4,
7. 1. 2024 00:45:00,10.7000,42.8000,4,
7. 1. 2024 01:00:00,10.3750,41.5000,4,
7. 1. 2024 01:15:00,10.2750,41.1000,4,
7. 1. 2024 01:30:00,10.1500,40.6000,4,
7. 1. 2024 01:45:00,9.8000,39.2000,4,
7. 1. 2024 02:00:00,9.9750,39.9000,4,
7. 1. 2024 02:15:00,10.0750,40.3000,4,
7. 1. 2024 02:30:00,9.8500,39.4000,4,
7. 1. 2024 02:45:00,9.7000,38.8000,4,
7. 1. 2024 03:00:00,9.3750,37.5000,4,
7. 1. 2024 03:15:00,9.1750,36.7000,4,
7. 1. 2024 03:30:00,9.0250,36.1000,4,
7. 1. 2024 03:45:00,9.2000,36.8000,4,
7. 1. 2024 04:00:00,8.8750,35.5000,4,
7. 1. 2024 04:15:00,8.1500,32.6000,4,
7. 1. 2024 04:30:00,8.2500,33.0000,4,
7. 1. 2024 04:45:00,8.0000,32.0000,4,
7. 1. 2024 05:00:00,7.9250,31.7000,4,
7. 1. 2024 05:15:00,8.3750,33.5000,4,
7. 1. 2024 05:30:00,7.5500,30.2000,4,
7. 1. 2024 05:45:00,7.6000,30.4000,4,
7. 1. 2024 06:00:00,7.6500,30.6000,4,
7. 1. 2024 06:15:00,8.5000,34.0000,3,
7. 1. 2024 06:30:00,7.7250,30.9000,3,
7. 1. 2024 06:45:00,7.8750,31.5000,3,
7. 1. 2024 07:00:00,7.4250,29.7000,3,
7. 1. 2024 07:15:00,8.3000,33.2000,2,
7. 1. 2024 07:30:00,7.8250,31.3000,2,
7. 1. 2024 07:45:00,7.8500,31.4000,2,
7. 1. 2024 08:00:00,8.0750,32.3000,2,
7. 1. 2024 08:15:00,8.9750,35.9000,2,
7. 1. 2024 08:30:00,8.2500,33.0000,2,
7. 1. 2024 08:45:00,7.8500,31.4000,2,
7. 1. 2024 09:00:00,7.7000,30.8000,2,
7. 1. 2024 09:15:00,8.2250,32.9000,2,
7. 1. 2024 09:30:00,7.9250,31.7000,2,
7. 1. 2024 09:45:00,7.9000,31.6000,2,
7. 1. 2024 10:00:00,7.6500,30.6000,2,
7. 1. 2024 10:15:00,7.7250,30.9000,2,
7. 1. 2024 10:30:00,7.8000,31.2000,2,
7. 1. 2024 10:45:00,7.4500,29.8000,2,
7. 1. 2024 11:00:00,7.4750,29.9000,2,
7. 1. 2024 11:15:00,7.8000,31.2000,2,
7. 1. 2024 11:30:00,7.5750,30.3000,2,
7. 1. 2024 11:45:00,7.6000,30.4000,2,
7. 1. 2024 12:00:00,7.7250,30.9000,2,
7. 1. 2024 12:15:00,8.0500,32.2000,2,
7. 1. 2024 12:30:00,7.7250,30.9000,2,
7. 1. 2024 12:45:00,7.9000,31.6000,2,
7. 1. 2024 13:00:00,7.8250,31.3000,2,
7. 1. 2024 13:15:00,7.9000,31.6000,2,
7. 1. 2024 13:30:00,7.9250,31.7000,2,
7. 1. 2024 13:45:00,7.8250,31.3000,2,
7. 1. 2024 14:00:00,8.1750,32.7000,2,
7. 1. 2024 14:15:00,8.4750,33.9000,3,
7. 1. 2024 14:30:00,7.9250,31.7000,3,
7. 1. 2024 14:45:00,7.6750,30.7000,3,
7. 1. 2024 15:00:00,8.1750,32.7000,3,
7. 1. 2024 15:15:00,7.9250,31.7000,3,
7. 1. 2024 15:30:00,7.9000,31.6000,3,
7. 1. 2024 15:45:00,7.7250,30.9000,3,
7. 1. 2024 16:00:00,7.8500,31.4000,3,
7. 1. 2024 16:15:00,7.8250,31.3000,2,
7. 1. 2024 16:30:00,7.8500,31.4000,2,
7. 1. 2024 16:45:00,7.5000,30.0000,2,
7. 1. 2024 17:00:00,7.7000,30.8000,2,
7. 1. 2024 17:15:00,7.8250,31.3000,2,
7. 1. 2024 17:30:00,7.8500,31.4000,2,
7. 1. 2024 17:45:00,7.6000,30.4000,2,
7. 1. 2024 18:00:00,7.6250,30.5000,2,
7. 1. 2024 18:15:00,7.2500,29.0000,2,
7. 1. 2024 18:30:00,7.4000,29.6000,2,
7. 1. 2024 18:45:00,7.4500,29.8000,2,
7. 1. 2024 19:00:00,7.9500,31.8000,2,
7. 1. 2024 19:15:00,7.9000,31.6000,2,
7. 1. 2024 19:30:00,7.8750,31.5000,2,
7. 1. 2024 19:45:00,7.8000,31.2000,2,
7. 1. 2024 20:00:00,7.9250,31.7000,2,
7. 1. 2024 20:15:00,8.1750,32.7000,3,
7. 1. 2024 20:30:00,7.9000,31.6000,3,
7. 1. 2024 20:45:00,7.7250,30.9000,3,
7. 1. 2024 21:00:00,7.7500,31.0000,3,
7. 1. 2024 21:15:00,7.7250,30.9000,3,
7. 1. 2024 21:30:00,7.7500,31.0000,3,
7. 1. 2024 21:45:00,7.6750,30.7000,3,
7. 1. 2024 22:00:00,7.5750,30.3000,3,
7. 1. 2024 22:15:00,7.6000,30.4000,4,
7. 1. 2024 22:30:00,7.8000,31.2000,4,
7. 1. 2024 22:45:00,7.5250,30.1000,4,
7. 1. 2024 23:00:00,7.6750,30.7000,4,
7. 1. 2024 23:15:00,7.5750,30.3000,4,
7. 1. 2024 23:30:00,7.5250,30.1000,4,
7. 1. 2024 23:45:00,7.4000,29.6000,4,
8. 1. 2024 00:00:00,7.6500,30.6000,4,
8. 1. 2024 00:15:00,7.7250,30.9000,3,
8. 1. 2024 00:30:00,7.6500,30.6000,3,
8. 1. 2024 00:45:00,7.5500,30.2000,3,
8. 1. 2024 01:00:00,8.3750,33.5000,3,
8. 1. 2024 01:15:00,7.3000,29.2000,3,
8. 1. 2024 01:30:00,7.4500,29.8000,3,
8. 1. 2024 01:45:00,7.7500,31.0000,3,
8. 1. 2024 02:00:00,8.4750,33.9000,3,
8. 1. 2024 02:15:00,7.9750,31.9000,3,
8. 1. 2024 02:30:00,7.8500,31.4000,3,
8. 1. 2024 02:45:00,7.5750,30.3000,3,
8. 1. 2024 03:00:00,8.1500,32.6000,3,
8. 1. 2024 03:15:00,7.3500,29.4000,3,
8. 1. 2024 03:30:00,7.5500,30.2000,3,
8. 1. 2024 03:45:00,7.4750,29.9000,3,
8. 1. 2024 04:00:00,8.1500,32.6000,3,
8. 1. 2024 04:15:00,7.3500,29.4000,3,
8. 1. 2024 04:30:00,7.7000,30.8000,3,
8. 1. 2024 04:45:00,7.2500,29.0000,3,
8. 1. 2024 05:00:00,8.0250,32.1000,3,
8. 1. 2024 05:15:00,7.4250,29.7000,3,
8. 1. 2024 05:30:00,7.7000,30.8000,3,
8. 1. 2024 05:45:00,7.5000,30.0000,3,
8. 1. 2024 06:00:00,10.8500,43.4000,3,
8. 1. 2024 06:15:00,13.2500,53.0000,2,
8. 1. 2024 06:30:00,15.7500,63.0000,2,
8. 1. 2024 06:45:00,18.8500,75.4000,2,
8. 1. 2024 07:00:00,20.0500,80.2000,2,
8. 1. 2024 07:15:00,32.9000,131.6000,1,
8. 1. 2024 07:30:00,35.3250,141.3000,1,
8. 1. 2024 07:45:00,36.4500,145.8000,1,
8. 1. 2024 08:00:00,36.8500,147.4000,1,
8. 1. 2024 08:15:00,37.7000,150.8000,1,
8. 1. 2024 08:30:00,37.2250,148.9000,1,
8. 1. 2024 08:45:00,55.4750,221.9000,1,
8. 1. 2024 09:00:00,57.0500,228.2000,1,
8. 1. 2024 09:15:00,67.6500,270.6000,1,
8. 1. 2024 09:30:00,61.8000,247.2000,1,
8. 1. 2024 09:45:00,62.4250,249.7000,1,
8. 1. 2024 10:00:00,61.4500,245.8000,1,
8. 1. 2024 10:15:00,60.7000,242.8000,1,
8. 1. 2024 10:30:00,60.2750,241.1000,1,
8. 1. 2024 10:45:00,60.3750,241.5000,1,
8. 1. 2024 11:00:00,59.0750,236.3000,1,
8. 1. 2024 11:15:00,59.4250,237.7000,1,
8. 1. 2024 11:30:00,58.8750,235.5000,1,
8. 1. 2024 11:45:00,59.9500,239.8000,1,
8. 1. 2024 12:00:00,59.2250,236.9000,1,
8. 1. 2024 12:15:00,61.1000,244.4000,1,
8. 1. 2024 12:30:00,61.3750,245.5000,1,
8. 1. 2024 12:45:00,59.3500,237.4000,1,
8. 1. 2024 13:00:00,61.4750,245.9000,1,
8. 1. 2024 13:15:00,60.2750,241.1000,1,
8. 1. 2024 13:30:00,60.9500,243.8000,1,
8. 1. 2024 13:45:00,61.2500,245.0000,1,
8. 1. 2024 14:00:00,60.2250,240.9000,1,
8. 1. 2024 14:15:00,61.6750,246.7000,2,
8. 1. 2024 14:30:00,59.3750,237.5000,2,
8. 1. 2024 14:45:00,59.1500,236.6000,2,
8. 1. 2024 15:00:00,60.1000,240.4000,2,
8. 1. 2024 15:15:00,57.8000,231.2000,2,
8. 1. 2024 15:30:00,57.7500,231.0000,2,
8. 1. 2024 15:45:00,58.0750,232.3000,2,
8. 1. 2024 16:00:00,58.5000,234.0000,2,
8. 1. 2024 16:15:00,62.0500,248.2000,1,
8. 1. 2024 16:30:00,61.3250,245.3000,1,
8. 1. 2024 16:45:00,59.7500,239.0000,1,
8. 1. 2024 17:00:00,59.3500,237.4000,1,
8. 1. 2024 17:15:00,61.2750,245.1000,1,
8. 1. 2024 17:30:00,60.3750,241.5000,1,
8. 1. 2024 17:45:00,60.5000,242.0000,1,
8. 1. 2024 18:00:00,59.9750,239.9000,1,
8. 1. 2024 18:15:00,59.9000,239.6000,1,
8. 1. 2024 18:30:00,58.4250,233.7000,1,
8. 1. 2024 18:45:00,60.1000,240.4000,1,
8. 1. 2024 19:00:00,59.9250,239.7000,1,
8. 1. 2024 19:15:00,56.2500,225.0000,1,
8. 1. 2024 19:30:00,53.3000,213.2000,1,
8. 1. 2024 19:45:00,52.5250,210.1000,1,
8. 1. 2024 20:00:00,50.5000,202.0000,1,
8. 1. 2024 20:15:00,49.0500,196.2000,2,
8. 1. 2024 20:30:00,43.9500,175.8000,2,
8. 1. 2024 20:45:00,24.9750,99.9000,2,
8. 1. 2024 21:00:00,24.6000,98.4000,2,
8. 1. 2024 21:15:00,24.1500,96.6000,2,
8. 1. 2024 21:30:00,23.6500,94.6000,2,
8. 1. 2024 21:45:00,11.9750,47.9000,2,
8. 1. 2024 22:00:00,11.7250,46.9000,2,
8. 1. 2024 22:15:00,11.3750,45.5000,3,
8. 1. 2024 22:30:00,11.5750,46.3000,3,
8. 1. 2024 22:45:00,11.3250,45.3000,3,
8. 1. 2024 23:00:00,11.1750,44.7000,3,
8. 1. 2024 23:15:00,11.1500,44.6000,3,
8. 1. 2024 23:30:00,11.0750,44.3000,3,
8. 1. 2024 23:45:00,10.6500,42.6000,3,
9. 1. 2024 00:00:00,9.7000,38.8000,3,
9. 1. 2024 00:15:00,9.6000,38.4000,3,
9. 1. 2024 00:30:00,9.4000,37.6000,3,
9. 1. 2024 00:45:00,9.3750,37.5000,3,
9. 1. 2024 01:00:00,9.5250,38.1000,3,
9. 1. 2024 01:15:00,9.4500,37.8000,3,
9. 1. 2024 01:30:00,9.3000,37.2000,3,
9. 1. 2024 01:45:00,9.6500,38.6000,3,
9. 1. 2024 02:00:00,8.8000,35.2000,3,
9. 1. 2024 02:15:00,8.4750,33.9000,3,
9. 1. 2024 02:30:00,7.5750,30.3000,3,
9. 1. 2024 02:45:00,7.6750,30.7000,3,
9. 1. 2024 03:00:00,7.5500,30.2000,3,
9. 1. 2024 03:15:00,7.4750,29.9000,3,
9. 1. 2024 03:30:00,7.2750,29.1000,3,
9. 1. 2024 03:45:00,7.5750,30.3000,3,
9. 1. 2024 04:00:00,7.8000,31.2000,3,
9. 1. 2024 04:15:00,7.4250,29.7000,3,
9. 1. 2024 04:30:00,7.4000,29.6000,3,
9. 1. 2024 04:45:00,7.0750,28.3000,3,
9. 1. 2024 05:00:00,7.4000,29.6000,3,
9. 1. 2024 05:15:00,9.7750,39.1000,3,
9. 1. 2024 05:30:00,11.8750,47.5000,3,
9. 1. 2024 05:45:00,11.4500,45.8000,3,
9. 1. 2024 06:00:00,11.8500,47.4000,3,
9. 1. 2024 06:15:00,12.5250,50.1000,2,
9. 1. 2024 06:30:00,13.2500,53.0000,2,
9. 1. 2024 06:45:00,18.0250,72.1000,2,
9. 1. 2024 07:00:00,26.1500,104.6000,2,
9. 1. 2024 07:15:00,41.1750,164.7000,1,
9. 1. 2024 07:30:00,46.7000,186.8000,1,
9. 1. 2024 07:45:00,47.9750,191.9000,1,
9. 1. 2024 08:00:00,47.7750,191.1000,1,
9. 1. 2024 08:15:00,41.1500,164.6000,1,
9. 1. 2024 08:30:00,41.5000,166.0000,1,
9. 1. 2024 08:45:00,58.3500,233.4000,1,
9. 1. 2024 09:00:00,62.9500,251.8000,1,
9. 1. 2024 09:15:00,59.7250,238.9000,1,
9. 1. 2024 09:30:00,60.2500,241.0000,1,
9. 1. 2024 09:45:00,58.9000,235.6000,1,
9. 1. 2024 10:00:00,57.8500,231.4000,1,
9. 1. 2024 10:15:00,59.2500,237.0000,1,
9. 1. 2024 10:30:00,60.1750,240.7000,1,
9. 1. 2024 10:45:00,61.2250,244.9000,1,
9. 1. 2024 11:00:00,60.5750,242.3000,1,
9. 1. 2024 11:15:00,62.4750,249.9000,1,
9. 1. 2024 11:30:00,59.4000,237.6000,1,
9. 1. 2024 11:45:00,59.3250,237.3000,1,
9. 1. 2024 12:00:00,59.5500,238.2000,1,
9. 1. 2024 12:15:00,59.0500,236.2000,1,
9. 1. 2024 12:30:00,59.8250,239.3000,1,
9. 1. 2024 12:45:00,60.8250,243.3000,1,
9. 1. 2024 13:00:00,60.2000,240.8000,1,
9. 1. 2024 13:15:00,59.4250,237.7000,1,
9. 1. 2024 13:30:00,61.2000,244.8000,1,
9. 1. 2024 13:45:00,63.2000,252.8000,1,
9. 1. 2024 14:00:00,62.3750,249.5000,1,
9. 1. 2024 14:15:00,60.3250,241.3000,2,
9. 1. 2024 14:30:00,62.0000,248.0000,2,
9. 1. 2024 14:45:00,61.7500,247.0000,2,
9. 1. 2024 15:00:00,60.5750,242.3000,2,
9. 1. 2024 15:15:00,59.5500,238.2000,2,
9. 1. 2024 15:30:00,58.7000,234.8000,2,
9. 1. 2024 15:45:00,59.3750,237.5000,2,
9. 1. 2024 16:00:00,59.1500,236.6000,2,
9. 1. 2024 16:15:00,59.0250,236.1000,1,
9. 1. 2024 16:30:00,61.2000,244.8000,1,
9. 1. 2024 16:45:00,60.4000,241.6000,1,
9. 1. 2024 17:00:00,59.8250,239.3000,1,
9. 1. 2024 17:15:00,59.2250,236.9000,1,
9. 1. 2024 17:30:00,59.5250,238.1000,1,
9. 1. 2024 17:45:00,59.6750,238.7000,1,
9. 1. 2024 18:00:00,60.1250,240.5000,1,
9. 1. 2024 18:15:00,59.0250,236.1000,1,
9. 1. 2024 18:30:00,59.1000,236.4000,1,
9. 1. 2024 18:45:00,57.1750,228.7000,1,
9. 1. 2024 19:00:00,55.9250,223.7000,1,
9. 1. 2024 19:15:00,54.8500,219.4000,1,
9. 1. 2024 19:30:00,53.4500,213.8000,1,
9. 1. 2024 19:45:00,53.2750,213.1000,1,
9. 1. 2024 20:00:00,51.2250,204.9000,1,
9. 1. 2024 20:15:00,48.4000,193.6000,2,
9. 1. 2024 20:30:00,44.0250,176.1000,2,
9. 1. 2024 20:45:00,24.7500,99.0000,2,
9. 1. 2024 21:00:00,24.4250,97.7000,2,
9. 1. 2024 21:15:00,23.7500,95.0000,2,
9. 1. 2024 21:30:00,23.5000,94.0000,2,
9. 1. 2024 21:45:00,12.0250,48.1000,2,
9. 1. 2024 22:00:00,11.7500,47.0000,2,
9. 1. 2024 22:15:00,11.3500,45.4000,3,
9. 1. 2024 22:30:00,11.1750,44.7000,3,
9. 1. 2024 22:45:00,11.0500,44.2000,3,
9. 1. 2024 23:00:00,10.9250,43.7000,3,
9. 1. 2024 23:15:00,11.1250,44.5000,3,
9. 1. 2024 23:30:00,10.2000,40.8000,3,
9. 1. 2024 23:45:00,9.9250,39.7000,3,
10. 1. 2024 00:00:00,10.1250,40.5000,3,
10. 1. 2024 00:15:00,9.8000,39.2000,3,
10. 1. 2024 00:30:00,9.6000,38.4000,3,
10. 1. 2024 00:45:00,9.4000,37.6000,3,
10. 1. 2024 01:00:00,9.6750,38.7000,3,
10. 1. 2024 01:15:00,8.5750,34.3000,3,
10. 1. 2024 01:30:00,8.7250,34.9000,3,
10. 1. 2024 01:45:00,8.5500,34.2000,3,
10. 1. 2024 02:00:00,8.4500,33.8000,3,
10. 1. 2024 02:15:00,8.6000,34.4000,3,
10. 1. 2024 02:30:00,8.2000,32.8000,3,
10. 1. 2024 02:45:00,8.2000,32.8000,3,
10. 1. 2024 03:00:00,7.3500,29.4000,3,
10. 1. 2024 03:15:00,7.5750,30.3000,3,
10. 1. 2024 03:30:00,7.5250,30.1000,3,
10. 1. 2024 03:45:00,7.5750,30.3000,3,
10. 1. 2024 04:00:00,7.2500,29.0000,3,
10. 1. 2024 04:15:00,7.5000,30.0000,3,
10. 1. 2024 04:30:00,7.4000,29.6000,3,
10. 1. 2024 04:45:00,7.6750,30.7000,3,
10. 1. 2024 05:00:00,8.0750,32.3000,3,
10. 1. 2024 05:15:00,11.4000,45.6000,3,
10. 1. 2024 05:30:00,11.4000,45.6000,3,
10. 1. 2024 05:45:00,11.8500,47.4000,3,
10. 1. 2024 06:00:00,11.8000,47.2000,3,
10. 1. 2024 06:15:00,12.8500,51.4000,2,
10. 1. 2024 06:30:00,14.3750,57.5000,2,
10. 1. 2024 06:45:00,15.4750,61.9000,2,
10. 1. 2024 07:00:00,22.6500,90.6000,2,
10. 1. 2024 07:15:00,34.3750,137.5000,1,
10. 1. 2024 07:30:00,34.5000,138.0000,1,
10. 1. 2024 07:45:00,35.9250,143.7000,1,
10. 1. 2024 08:00:00,36.6500,146.6000,1,
10. 1. 2024 08:15:00,36.3750,145.5000,1,
10. 1. 2024 08:30:00,36.0500,144.2000,1,
10. 1. 2024 08:45:00,54.6000,218.4000,1,
10. 1. 2024 09:00:00,56.0500,224.2000,1,
10. 1. 2024 09:15:00,67.0000,268.0000,1,
10. 1. 2024 09:30:00,61.1000,244.4000,1,
10. 1. 2024 09:45:00,61.6750,246.7000,1,
10. 1. 2024 10:00:00,61.0500,244.2000,1,
10. 1. 2024 10:15:00,63.2000,252.8000,1,
10. 1. 2024 10:30:00,60.4000,241.6000,1,
10. 1. 2024 10:45:00,60.5250,242.1000,1,
10. 1. 2024 11:00:00,59.7250,238.9000,1,
10. 1. 2024 11:15:00,61.2000,244.8000,1,
10. 1. 2024 11:30:00,59.7750,239.1000,1,
10. 1. 2024 11:45:00,60.6250,242.5000,1,
10. 1. 2024 12:00:00,58.6750,234.7000,1,
10. 1. 2024 12:15:00,60.3000,241.2000,1,
10. 1. 2024 12:30:00,60.4500,241.8000,1,
10. 1. 2024 12:45:00,61.1750,244.7000,1,
10. 1. 2024 13:00:00,61.8500,247.4000,1,
10. 1. 2024 13:15:00,60.6000,242.4000,1,
10. 1. 2024 13:30:00,61.7500,247.0000,1,
10. 1. 2024 13:45:00,61.8500,247.4000,1,
10. 1. 2024 14:00:00,61.3750,245.5000,1,
10. 1. 2024 14:15:00,61.1750,244.7000,2,
10. 1. 2024 14:30:00,59.7500,239.0000,2,
10. 1. 2024 14:45:00,60.2000,240.8000,2,
10. 1. 2024 15:00:00,59.2250,236.9000,2,
10. 1. 2024 15:15:00,58.4750,233.9000,2,
10. 1. 2024 15:30:00,59.1500,236.6000,2,
10. 1. 2024 15:45:00,57.9000,231.6000,2,
10. 1. 2024 16:00:00,59.0250,236.1000,2,
10. 1. 2024 16:15:00,59.8500,239.4000,1,
10. 1. 2024 16:30:00,58.8750,235.5000,1,
10. 1. 2024 16:45:00,60.3500,241.4000,1,
10. 1. 2024 17:00:00,60.2250,240.9000,1,
10. 1. 2024 17:15:00,90,360,1,
10. 1. 2024 17:30:00,60.2250,240.9000,1,
10. 1. 2024 17:45:00,60.3250,241.3000,1,
10. 1. 2024 18:00:00,59.9000,239.6000,1,
10. 1. 2024 18:15:00,58.7750,235.1000,1,
10. 1. 2024 18:30:00,59.7750,239.1000,1,
10. 1. 2024 18:45:00,58.7000,234.8000,1,
10. 1. 2024 19:00:00,57.6250,230.5000,1,
10. 1. 2024 19:15:00,57.2250,228.9000,1,
10. 1. 2024 19:30:00,54.3250,217.3000,1,
10. 1. 2024 19:45:00,53.4250,213.7000,1,
10. 1. 2024 20:00:00,51.4500,205.8000,1,
10. 1. 2024 20:15:00,44.7000,178.8000,2,
10. 1. 2024 20:30:00,45.5500,182.2000,2,
10. 1. 2024 20:45:00,26.9000,107.6000,2,
10. 1. 2024 21:00:00,26.3750,105.5000,2,
10. 1. 2024 21:15:00,25.6250,102.5000,2,
10. 1. 2024 21:30:00,25.8500,103.4000,2,
10. 1. 2024 21:45:00,13.8750,55.5000,2,
10. 1. 2024 22:00:00,13.8500,55.4000,2,
10. 1. 2024 22:15:00,13.1750,52.7000,3,
10. 1. 2024 22:30:00,12.8250,51.3000,3,
10. 1. 2024 22:45:00,12.8750,51.5000,3,
10. 1. 2024 23:00:00,12.9000,51.6000,3,
10. 1. 2024 23:15:00,13.0000,52.0000,3,
10. 1. 2024 23:30:00,12.5750,50.3000,3,
10. 1. 2024 23:45:00,11.7750,47.1000,3,
11. 1. 2024 00:00:00,11.1250,44.5000,3,
11. 1. 2024 00:15:00,11.2000,44.8000,3,
11. 1. 2024 00:30:00,11.0750,44.3000,3,
11. 1. 2024 00:45:00,10.8500,43.4000,3,
11. 1. 2024 01:00:00,10.6750,42.7000,3,
11. 1. 2024 01:15:00,10.6500,42.6000,3,
11. 1. 2024 01:30:00,10.8250,43.3000,3,
11. 1. 2024 01:45:00,10.6250,42.5000,3,
11. 1. 2024 02:00:00,10.2500,41.0000,3,
11. 1. 2024 02:15:00,10.1750,40.7000,3,
11. 1. 2024 02:30:00,10.1250,40.5000,3,
11. 1. 2024 02:45:00,9.1750,36.7000,3,
11. 1. 2024 03:00:00,9.0250,36.1000,3,
11. 1. 2024 03:15:00,8.8250,35.3000,3,
11. 1. 2024 03:30:00,9.2500,37.0000,3,
11. 1. 2024 03:45:00,8.7000,34.8000,3,
11. 1. 2024 04:00:00,8.8000,35.2000,3,
11. 1. 2024 04:15:00,8.6250,34.5000,3,
11. 1. 2024 04:30:00,9.0500,36.2000,3,
11. 1. 2024 04:45:00,8.5250,34.1000,3,
11. 1. 2024 05:00:00,8.4750,33.9000,3,
11. 1. 2024 05:15:00,10.8750,43.5000,3,
11. 1. 2024 05:30:00,11.1250,44.5000,3,
11. 1. 2024 05:45:00,11.2250,44.9000,3,
11. 1. 2024 06:00:00,11.5500,46.2000,3,
11. 1. 2024 06:15:00,12.0000,48.0000,2,
11. 1. 2024 06:30:00,13.1250,52.5000,2,
11. 1. 2024 06:45:00,17.7250,70.9000,2,
11. 1. 2024 07:00:00,20.4250,81.7000,2,
11. 1. 2024 07:15:00,33.7000,134.8000,1,
11. 1. 2024 07:30:00,33.6750,134.7000,1,
11. 1. 2024 07:45:00,34.9250,139.7000,1,
11. 1. 2024 08:00:00,35.4750,141.9000,1,
11. 1. 2024 08:15:00,36.2000,144.8000,1,
11. 1. 2024 08:30:00,36.1000,144.4000,1,
11. 1. 2024 08:45:00,57.1000,228.4000,1,
11. 1. 2024 09:00:00,64.9250,259.7000,1,
11. 1. 2024 09:15:00,62.0750,248.3000,1,
11. 1. 2024 09:30:00,60.2000,240.8000,1,
